PEITSCH_CODE,ALL_ORDER,A_ORDER,B_ORDER,C_ORDER,D_ORDER,ALL_UNORDER,A_UNORDER,B_UNORDER,C_UNORDER,D_UNORDER
73,90.9661633822574,93.71236332726345,88.93776522398717,89.92662122969972,92.13275009460119,89.22153045123085,92.96461825692742,86.8287200980815,87.58804276783198,90.98440974065784
45,90.90712907140902,94.51413721872542,88.81988368312875,90.1499455692745,93.0429247493867,89.16600050028292,93.87383514149761,86.65993084519977,87.9256256877329,92.12064154167005
53,90.84119480144567,93.80002279209965,89.5347048699763,90.2945050298466,92.00190628943682,89.15914331254601,93.04140258324878,87.7048686497937,88.0672452592228,90.96228074528608
69,91.07781091984069,94.36559058213487,88.81257618876066,90.50511497009396,91.42297513205617,89.44435993351932,93.8086571384754,86.89280466528099,88.35724457400656,90.12803651595515
81,90.83047815751912,92.80021347500617,88.45511615922248,90.384897484505,91.95835982440913,89.1860333831851,91.81815127644722,86.658089639325,88.21407935179388,90.8856606374507
145,91.31756650659261,93.87786686832524,89.45171249110223,90.24696367811173,91.11944328540046,89.73764767314219,93.19799925171482,87.56350142777052,88.07753133718796,89.72105060403203
137,91.67728850965821,94.24981621091457,88.81590047742905,90.40271759571894,92.64413314582634,90.18768949736595,93.71609375993864,86.78026937508392,88.30701444128772,91.56742512384055
153,92.1195579342669,95.23798412518661,89.2942599922788,90.58017904973649,92.12998803964736,90.82137327648171,94.83078494595875,87.62862565397147,88.68503073400764,91.00256757931263
77,91.26883838396682,93.69020850024096,89.68299013875576,90.32792882186259,91.67385584442808,89.74186035839182,92.98507838558999,88.08563223692204,88.24040244416814,90.37425925204981
89,91.09605868153342,93.5274734785405,88.6028473218991,90.67669734035745,91.77305116292081,89.5036806615913,92.67059031227807,86.53468914677607,88.7162291869656,90.52515168271208
101,91.0107252363573,93.06903600760839,89.505558229901,90.04976871639722,92.14909821810566,89.2263783746534,91.9570326735315,87.64745727790523,87.6106616736876,90.97860354078792
31,91.31813308431877,94.50663828490865,88.43355184470593,91.09233256017525,92.14515751563926,89.77432838946397,93.94266427976962,86.45941865923511,89.31886033869267,90.87468048874814
113,91.09166484438299,93.1860480968977,89.30142139440773,90.35466282303815,93.09563560306069,89.42747741619716,92.2520125268091,87.65629781286556,88.22414989687333,92.14305626541469
105,90.67641514446548,93.77499178315394,88.43044518822181,89.79329324794773,92.12925345566775,89.0065161522467,92.920365171094,86.56657250426028,87.47841997727294,91.1124341269936
83,91.2677710068806,93.88521323747418,90.06015653295987,90.41842977227549,91.96192159261993,89.74719868066465,93.25718264036298,88.59359151676043,88.37410545430163,90.75416010658684
147,91.90156053653168,93.20523536524153,90.99579115473966,89.9600788268941,92.62093762887511,90.4146118390446,92.49360787546811,89.4603579373824,87.64299006645933,91.55833510129757
201,91.89794208934957,94.98725765134385,90.38817832517108,90.68250362399824,92.36197966979661,90.42093758836678,94.4781861654447,88.76679617715945,88.65371985922526,91.21001873155174
85,91.04448328618881,94.82335267769402,89.65787488402395,90.48347943741905,91.87677599419678,89.48131659199309,93.98464815414957,87.9627606468201,88.37547396451166,90.81449727027942
59,91.59055371658988,94.90585614555606,89.85532057481846,90.07114819957243,92.4954263656274,90.1197005984921,94.26552630284175,88.25786338637184,87.77199685714174,91.61329655048446
47,91.19252427155678,93.69521598639977,89.79061653712388,91.22953254502202,91.50145185209101,89.60755924713354,92.55725839386999,87.95830687835169,89.5315994376953,90.3231650667187
75,91.19185781693382,92.58204194993188,88.71120668447544,91.09087167218226,92.19338339506947,89.64013826257424,91.68229209729316,86.70282743702549,89.22803398369994,91.20652329615694
71,90.3392417096314,92.00047826641857,89.54312549525152,89.70406506015249,91.07712536510459,88.4048045481986,90.81960064639459,87.49970586689686,87.31459739681331,89.81727519478264
99,91.4577137775821,94.94771498813613,90.42190613207646,90.25909173579772,92.05342058536198,89.90248687226334,94.36686816590574,88.89259153631141,88.12957469786107,90.86895143717099
61,90.78131608956673,93.35333999979413,88.59470968391751,90.20753816273245,92.76054677770503,89.01853560352038,92.4401760444236,86.4929241801384,88.00752182697998,91.87542890342881
